comment_text,Sub1_Toxic
"@rnfde_feed Warum macht man das nicht wie in den Staaten ,erst den auffälligen sichern und dann fragen? |LBR| Erst muss ein Polizist ins Gras beißen bis so ein Idiot dingfest gemacht wird. |LBR| Früher hat die MP erst draufgeschlagen und dann gefragt.Das wäre die richtige Vorgehensweise!!!!!!!!!!!!!",1
Mit einem spannenden Vortrag über die Struktur und den #Antisemitismus des iranischen Regimes endet der zweite Tag der #Israelpedia,0
"In #Afrin werden nur die armen Soldaten Sterben, die Reichen haben alle ihre Kinder vom Militärdienst freigekauft. |LBR| Nicht ein Kind von AKP Politikern macht Dienst an der Waffe. #Türkei",0
@Volker_Beck @fdp Sie als total objektiver Beobachter müssen es ja wissen. 😂 Bei VDS haben wir es genauso gemacht. CL,0
@IAMMASCHO Höcke ist ein Patriot den sein Vaterland am Herzen liegt und kein Nazi,0
"@PresidentRuvi Rivlin ""Möge die Erinnerung an unsere Lieben in unseren Herzen bleiben von Generation zu Generation."" #Munich1972",0
"@ellibisathide @charlie_silve @AthinaMala @Cerberus456 @feldenfrizz @petpanther0 @nasanasal @Miquwarchar @lifetrend @info2099 @ThomasGBauer @_macmike @NoHerrman @MD_Franz Die sog. Wiedervereinigung ist eine Fals Flag für die Deutschen, sie ist juristisch niemals erfolgt, lese Art. 133 GG dann weißt du in was du lebst. |LBR| Die Wiedervereinigung ist außerdem wie „VV Krisztina“ schon schrieb von Freimaurerlogen eingefädelt worden, |LBR| man lernt nie aus😉",0
@CroqiSunshine @Caro22one Ich hab mir ein dickes Fell zugelegt. Schuldienst bedeutet Shitstorm täglich 😉😂😘,0
"Die Gewalt muss im Keim erstickt werden. Das geht nur, wenn die Polizei von den |LBR| Tätern gefürchtet wird. Das ist leider nicht der Fall.",0
"Wir gratulieren #FatihAkin u. Crew zu dem Gewinn des #GoldenGlobes2017. Wir hoffen, dass der Film für Rassismus u. Rechtsextremismus in unserem Land sensibilisert. #NSU #GoldenGlobes2017 #AusDemNichts #InTheFade",0
"@Steffmann45 @troll_putin @petpanther0 @mastermikeg @machtjanix23 @Norbinator2403 @ennof_ @AthinaMala @NancyPeggyMandy @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @charlie_silve @NoHerrman @willjrosenblatt @feldenfrizz @nasanasal @_macmike @ellibisathide @MD_Franz Erklärung kannst Du also auch keine geben, die Fotos entstammen der Akte, Ps sie wurden auch im Prozess gezeigt, der ist öffentlich. Na los, erklär mal die saubere Wand, ansonsten halt besser Deinen Oberlehrerschnabel.",1
@SPIEGELONLINE Oh das ist ja blöd😜😜 also ab nach hause!!!,0
Der dumme Deutsche hat gewählt er läuft freiwillig zur Schlachtbank. |LBR| Armes dummes Deutschland.,1
@CarstenP Kevin Keegan ist schuld. Anfang der 80er. Sorry. Kann man nix machen. #nurderhsv,0
Jeder der Deutschland hasst soll raus aus Deutschland,1
"@domau_1 @vmedick Sie haben Recht, wenn man Krankenversicherung einbezieht. Habe meinen Tweet deshalb korrigiert.",0
"@MiriamOzen Hat sich mal jemand gefragt, warum dieser Bürgermeister angegriffen wurde.",0
"@Achim7871 Bitte auch retweeten, danke .",0
@AfD @Alice_Weidel @JoanaCotar @AfDimBundestag Der Auftritt der AfD ist richtig gut....absolut verständliche nachvollziehbare Politik.... |LBR| Es wird Zeit die Sesselschnarcher abzuservieren ...!,1
"Liebe Leute, |LBR| die Identitäre Bewegung ruft dazu auf, Vormundschaften für unbegleitete minderjährige Flüchtlinge zu übernehmen. Eine möglichst breite Warnung/Sensibilisierung halten wir für wichtig. Auch Ehrenamtliche und Gerichte sollten davon wissen.",0
@aotto1968_2 @renate_rudolph Das muss ein Ende haben!!😡😡😡,0
Scheiß Merkel wird den nächsten Schritt zur Destabilisierung und geplanten Vernichtung Deutschlands sicher bald anordnen !,1
Die israelische Basketball-Nationalmannschaft gewinnt nach einem spannenden Spiel 82:80 gegen das deutsche Team #GERISR #EuroBasket2017,0
@HuffPostDE Wäre das die einzige Lüge oder eine der wenigen...damit könnten wir durchaus leben... |LBR| Politik-Lügen sind ein fester Bestandteil. |LBR| Was aber unverzeihlich ist die Dummheit der deutschen....wir hatten die Möglichkeit jemanden zu wählen,0
"Außerdem esse ich diesen Moslemdreck eh schon Jahre nicht mehr, da ich nach Iserlohn, in den 90ern, wo Sperma der Dönerbudenbesitzer in der Knoblauchsauce, gefunden wurde !Seitdem traue ich den Moslems alles zu !Scheiß auf DÖNER !",1
@TvSinnvoll @BILD Das geht der Frau Merkel garantiert am Arsch vorbei. Die heuchelt mit anderen Politikern nun wieder Erschütterung + fertig,1
@megatwingo @eysvog3l 👍wir lassen uns nicht unterkriegen.,0
@welt @GiKi56534206 Bis heute wusste ich garnicht das Jerusalem nicht die Hauptstadt von Israel ist..... |LBR| Es ist eine Christen und Juden Angelegenheit...was geht es eigentlich die bärtigen Kinderschänder an..?,1
"@RT_Deutsch Trump sollte sich endlich zu einer Aktion durchringen, um die Türken zu disziplinieren!",0
Jetzt werden erst mal wieder die angeblichen Opfer aus der Versenkung hervor kommen um sich zu profilieren. |LBR| #metoo,1
"@dudeh96 und das ist auch völlig ok. ich mach mir auch sorgen, kann sie aber vernünftig formulieren...",0
@paradoxxiss Innerhalb des See und Handelsrechtlichen Systems ist eine Umkehrung unmöglich da die US Holding BRD Vertraglich geknebelt ist bis 2099. |LBR| Das BRD Parteiensystem ist de facto nur zum Schein um den Bewohnern die Illusion der Demokratie vorzugaukeln.,0
"@AthinaMala @machtjanix23 @SpadeCarrier @_macmike @magna_est @petpanther0 @NoHerrman @teite99 @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @charlie_silve @willjrosenblatt @feldenfrizz @nasanasal @ellibisathide @MD_Franz Die Antwort ist wieder passend, die sie Dir gegeben hat - nun ist auch der Beleg Hirnriss nach Ao`s Meinung - mal eine Frage: Wieso verschwendet ihr eure Zeit mit dieser Unterbelichteten?",1
"@RonaiVeromaus Es sind zu viele die ausscheiden und zu wenige die dieser Beruf begeistert...das war früher anders...wie alles eben..!! |LBR| Wer das kriegt was übrig bleibt, der ist verloren..!!",0
@Neidhammel @die_zeitenwende @LandkaufHalina @AchimSpiegel @Kittypunk7 @ist_wenig @vespasianus69bc @Varg_I_Veum @MiriamOzen @publizistikon @faz_donalphonso @ShakRiet @huegelkind_de @Einzelfallinfos @BlondJedi @PeterSweden7 @nasanasal @FabriziaFalcone @diMGiulia1 @VonSchwer @SNordicS @SBunners @SJW_MadBunny @Ulli_Bln @altgold Lieben Dank🍸🥃🥂😊 und die allerbesten Grüße und Wünsche zurück!,0
Gerade bei Anne Will. ARD. Konstantin von Notz Bundniss 90 Grüne. Wir Grüne verteidigen den Rechtsstaat. Ich bin vor lachen vom Sessel gefallen. Die größte Lüge 2017,0
"@troll_putin @SJW_MadBunny @machtjanix23 @Steffmann45 @petpanther0 @mastermikeg @Norbinator2403 @ennof_ @AthinaMala @NancyPeggyMandy @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @charlie_silve @NoHerrman @willjrosenblatt @feldenfrizz @nasanasal @_macmike @ellibisathide @MD_Franz Ich kann jede Minute im Leben nur einmal nutzen - an Vollpfosten, die nicht einmal interessant sind, verschwende ich keine Zeit mehr. Für interessante Menschen gebe ich gerne Zeit.",1
"@wolfgrosny @JanJaeschke Sie spielen den immer gleichen deutschen #Antisemitismus ab. Fällt Ihnen eigentlich nicht etwas Neues ein, oder glauben Sie wirklich an diesen antisemitischen Schmonzes, dass #Juden in #Deutschland »das Sagen haben«? Der #Judenhass ist, 73 J. nach dem #Holocaust, immer noch hier!",0
@Christoph0109 @Indiesoph @Beatrix_vStorch @le_seb_ Bist du bekifft ?? Oder Methsüchtig? Oder einfach nur Linkslastig behindert ? Das frage ich dich ?,1
Es wird immer toller in den DE Medien um die Islamisierung unseres Landes zu vertuschen werden jetzt die Reichsbürger ins Spiel gebracht,0
"@lawyerberlin @BILD Vielleicht weil er von der Asyl Politik seines Bürgermeisters die Schnauze voll hatte. Die Tat war natürlich nicht richtig, aber absehbar.",0
"@anhohX Wurde einige Zeit nach der Buchveröffentlichung vergiftet aufgefunden, noch Fragen?",0
"@FroehlichKaiT @AfD_Support Wähler sind seit Jahren auch Islamlobbyvereine. |LBR| Wer glaubt, dass in Deutschland noch etwas zu retten sei, glaubt auch an den Weihnachtsmann 🎅",0
"Fury, Du armes Würstel. 5 mm Bewegung an einem Revolver mit 9mm |LBR| Kaliber würden Dir Dein Maul sofort stopfen. Damit das klar ist.",1
@Einigkeit_und Schickt unsere unzufriedenen Asylanten alle zum Vatikan!,0
@lawyerberlin @krippmarie @welt Unsere Polizei ist wirklich nur noch zum Personalien aufschreiben geeignet....obwohl wir neue Situationen haben versuchen wir sie mit alten Maßnahmen zu lösen. |LBR| Nie und nimmer geht diese Gleichung auf.,0
Der nächste der mich meldet den zieh ich nackt #realtalk,1
"@Ismailtipi Märtyrer : Menschen, die um des Bekenntnisses ihres Glaubens Willen LEIDEN. Nicht töten. ggf ihren Tod gewaltsam, erdulden.",0
Ausreisepflichtige kriminelle Ausländer müssen schnellstmöglich raus aus Deutschland.,0
@OnkelJakob Wo ist hier die Hatespeech - Stasi?,0
@focusonline Jeder Rational klar denkender Mensch weis das es nur 2 Geschlechter gibt. Männlich /Weiblich. Alles andere kann man getrost als einen Gehirn Furz bezeichnen.,1
"Tunesiens Aussenminister gegen ""Lager"" - Recht hat er. Flüchtlingsursachenbekäpmfung ist viel mehr als moderne Ghetthos, EU mitfinaziert",0
"Ich bin überzeugt, dass nur durch Leitplanken in unserer Gesellschaft, Integration gelingen kann. #Leitkultur",0
"Auch von mir alles Gute für 2018! Mit stabiler Regierung, gutem Klima, viel Europa &amp; Frieden . Und vielleicht mit Erdbeerkuchen im Sommer!",0
@karlheppner Das ist Satire oder? So offen würde sie die Unkultur islamischer Länder nicht ansprechen!,1
@AfD @Renner_AfD Bis @Twitter von solchen Meldespacken so dermassen den Papp aufhat.,1
@info2099 @RalfPflug Das Video enthält entscheidende Fehler in den Texten (Der Staat DR) auch die Schlussfolgerung im Video ist falsch,0
Deutsche Rentner müssen Flaschen sammeln und die Grünen labern was von Klimaschutz.,1
"@sternde Wer suggeriert, das Deutschland das Sozialamt der Welt ist, braucht sich über diese Zustände nicht zu wundern",0
@AndreasSteier Glückwunsch zum direktmandat! Auf gute Zusammenarbeit,0
"@kadmos_junghans @Bigreiner @Friedadiezweite @SteiblBarbara @Gedankenrausch1 @KokoLores20 Zitat,“Wenn du ein Problem nicht beseitigen kannst, baue daneben etwas neues auf“",0
"@_Fraulious Mit ein bisschen Phantasie, eventuell, nur mit einer Kandidatur für die SPD, dann doch nicht 😜",0
Gestern intensive Debatte über das weitere Vorgehen in der Bundespartei bei der Sitzung der SPD Landtagsfraktion. |LBR| Abends Besuch bei der SPD Schleswig/Flensburg. |LBR| Dort sehr konstruktive Diskussion mit den Mitgliedern bei sehr gut besuchter Veranstaltung.,0
"@focusonline Die Bundeswehr ist eine Private Söldnertruppe im Dienst des Bundes NGO, viel BRD Politiker haben es euch schon ins Gesicht geworfen aber die Deutschen begreifen einfach nicht, sie leben in ihrer eigenen kleinen Traumwelt, wann begreift ihr es endlich, bevor sie uns auslöschen!",0
"@Bundeskanzlerin, da Sie ja für eine schnelle Integration von Geflüchteten sind, nehmen Sie einfach Kontakt mit uns auf! Wir beraten gerne",0
"@fhon ""Absichtliche Provokation oder unfaire Verteilung von Intelligenz?"" Mein Lieblingssatz.",0
"Da gibt es nichts mehr anzuschauen, Herr Altmaier. Jetzt heißt es: HANDELN. Die Zeit |LBR| ist um. Sonst schieben wir Sie ab. Klar?",1
@vatanmillet77 @sternde Träume weiter das wird nie geschehen.,0
"@66Freedom66 Endlich greift mal die Polizei gegen randalierende Antifschisten und Linksradikale durch ,zwar nur in Italien aber zum Anschauen für unsere Polizei beispielhaft!",0
@Waldoknalldo @SteveMotley Mehr als 20 US CEO‘s zurückgetreten und Teilweise auf der Flucht,0
@Medienmogul Es gibt in der politischen Debatte den sinnvollen Vorschlag einer Mindestinvestitionsquote.,0
"@Matrixgofire Tun Sie das. Und überdenken Sie nochmal den Ausdruck ""Halbjude"".",0
@CorradoBln @Steinhoefel @Joemino AfD ist noch nicht soweit...aber auf dem Weg..!,0
@StefanStreng @JoshuaStrack vielen lieben dank stefan. ebensolchen 👍,0
@Ami66Stefan Die Frage die sich in Wahrheit stellt ist. Ist der Islam wirklich eine Religion. Oder eine Rassistische Ideologie.,1
"#Fokus #Lügenpresse |LBR| Fakebild, Flüchtlingsangst, Falschaussagen - wie der Bundestag die AFD entlarvt🤣 |LBR| Ist wohl eher anders herum🤔",1
#Israelpedia am historischen Campus Bockenheim in #Frankfurt: |LBR| Gerade ein Vortrag zur Geschichte deutsch-israelischer Studiengruppen. #DIG,0
@ingathomas @welt Die ist ein Merkel Vasall und handelt auf Anweisung von Merkel!! |LBR| Folgt den Aufruf eures Präsidenten Erdogan!,1
"Wieviele Jahrhundert Hurrikane muss es geben, bis die Klimawandel-Leugner merken, dass sie gerade das Leben ihrer Enkelkinder ruinieren?",0
"Wir geben unsere Identität nicht auf, sondern sind bereit, dafür zu kämpfen. Die Burka gehört nicht zu Deutschland. #Burkaverbot",1
"@EgoRepair Erinnerst Du Dich an den Rosenheimerplatz, Messerattacke und so? im Oktober?Ich bin heut noch felsenfest davon überzeugt,dass der Täter auch so ""gefärbt"" deutsch war.Was hat die Polizei München da triumphiert.",1
@happyhaidrich3 Die leute reden über uns Kamerad,0
"@aufklaerer2017 @Heinrich_Krug Schon aus Respekt wäre ein anderes Verhalten notwendig...und für jedermann nachvollziehbar. |LBR| Wenn alles in Vergessenheit gerät nur um die Migrantenflut nicht zu gefährden, wass bleibt dann tatsächlich von uns übrig..?",1
@hdBerretz Das ist nicht das einzige was auf Twitter passiert,0
@HStiebert @eroloenal @welt Türken sollten besser den Ball flach halten. Ich hab die Fahnen gesehen.,0
@SpringerPunkt So lang du nicht antideutsch bist Bruder seh darüber hinweg,0
@salzmanufaktur @VonSchwer @wellejena @Oskar752 Kenne ich. Schon damit Geschossen. Kaliber 50 Barret M28 gibt es heut auch beim Bund. Falls Munition da ist :-),0
@IAMMASCHO @RAIMINEM Hitler wollte uns nur von der Roten Pest befreien ausserdem hatte Polen schon 1935 den Plan gehabt Deutschland anzugreifen Hitler ist ihnen nur zuvor gekommen,1
"@CSU @Markus_Soeder Und wenn du dein Versprechen nicht einhältst, müssen wir dich dann mit Schande aus Bayern verjagen oder wirst du freiwillig gehen..? |LBR| Irgendwie ist mir der Uli Hoeneß als einziger Bayer sympathisch....er hat sich allem gestellt..",0
@focusonline Damit ist die SPD gut beraten.,0
Diese Woche in den deutschen #MSM: Massive #Propaganda für die #FDP um die Unzufriedenen #LastMinute doch noch einzufangen,0
@Jul1aCarina @MiriamOzen Danke für die Korrektur ist mir auch gerade aufgefallen,0
"In Polen sagte man mir heute, da erhielt doch ein Arschloch einen Preis dafür, weil er sein Heimatland Polen in Brüssel verklagen wollte 💩🤢",1
@krippmarie @jouwatch Wenn ich unsere dumme Jugend sehe glaube ich es fast...doch eines ist sicher: mit den amtierenden Politikern sind wir es definitiv früher...!!,0
"@Guggs67 @SPIEGELONLINE Mir sind die Türken lieber, als ein falscher und verlogener Kurde!",1
"@Yorck_ Richtig und so altehrwürdig sollte das BGB auch betrachtet werden, vor allem von Verantwortlichen in Staat und Politik.",0
@panemetc62 ach so. na klar. na dann alle man an die gewehre... #ohmann,0
@SteinbachErika @krippmarie 11jahre für das Schwein ist schon ok...alles besser als Bewährung...,1
"@Snoopy92 @liebbaerchen592 Kennst Du die Gründe meines Schweigens wirklich? Liebe Grüße an Dich, Bärchen und alle Ruhrpott-Freunde 😜",0
"@PittivomDorf Gewollt und nicht gekonnt ! Der Designer des Kleides wird wohl seinen Schädel gegen die Wand knallen, weil auch die Wanderwarze sich für seinen Entwurf entschieden hat und aussieht wie ein Modegag oder was man nicht tragen darf !",1
@omichalsky @ulfposh @welt Ja so sind die Onlinebosse. Immer auf der Jagd nach Klicks. :-),0
"Am Reichstag sollte ""DEM DEUTSCHEN VOLKE"" durch ""DEN POLITISCHEN BEAMTEN"" ersetzt werden &gt; hohle Birne, volle Taschen 😜",1
@Bauchnabelzwerg @sigmargabriel Quatsch! Ein Diktator Kim lässt sich nicht von einer Islam-Regierung Deutschland beeindrucken!,0
@ufhoven Die aktuellen Sozen sind nicht besser als mittelalterliche Feudalherren. Sogar schlimmer. Sie bevorzugen Kriminelle aus aller Herren Länder und Kassen den kleinen deutschen Mann dafür bluten.,1
"@Claus_Pandi @sebastiankurz @HCStracheFP @krone_at Unsere Nachbarn haben es vorgemacht..... da regiert ein Österreicher sein Land, welcher vom österreichischem Volk gewählt wurde. |LBR| Zu beneiden ein Volk welches keine Helden braucht...!",0
"@Riedegost @GoeringEckardt Sage mal Mecklenburger, uns beiden reicht doch eigentlich das Grün unserer Wiesen und Wälder, oder? 😜",0
@LauraL_Escort Die Fantasie kennt keine Grenzen. ;-),0
"Das Ergebnis der Sondierungsgespräche mit der Union ist eine vernünftige Grundlage dafür, dass unser Bundesparteitag sich für Koalitionsverhandlungen ausspricht.Aber es kann noch nicht das Endergebnis sein. Darüber entscheiden dann unsere Parteimitglieder und das ist auch gut so!",0
@JF_Hoffgaard Ich habe nichts gegen direkte körperliche Bestrafung der Antifantenbrut an Ort und Stelle ihres Vergehens! 👍 😉,1
@BILD Lasst die ISIS-Schlampe wo sie ist.Ein Gefährder weniger.,1
"@lawyerberlin @HeikoMaas @Ralf_Stegner @ARDde @ZDF @illner Jaja, man stelle sich vor das wäre einem negroiden Goldstück passiert ! Das hätte sofort ein Mahnmal der Schande in Berlin zur Folge gehabt. Womöglich am Breitscheidplatz mit Würstchenbude für SED-und STASI-Funktionäre!",1
"#btw17 Knapp 40% füer #SPD, #Grüne &amp; #Linke - #Deutschland hat ein massives #Linksextremismus-Problem",1
@droeder72 @gegenNetzDG @DJVde @Twitter @titanic Ja.Stimmt. Verdammte 87er. Umd sie waren so stolz !,0
"@JoergDittus Werden da alte deutsche Volkslieder gesungen, oder neu gedichtete Motivationslieder gesungen? Ich schreibe Auftragswerke und studiere sie gerne mit euch ein!😘😘",0
Ich glaube wir haben gestern Geschichte geschrieben und ich glaube ganz begreifen werden wir das erst in einigen Jahren. #DritteOption,0
@Lars9596 @krippmarie @c_lindner Jesses...was ist das da auf dem Bild..? |LBR| ...ein fettes vollgefressenes selbstverliebtes Deutschland..!,0
"@matalxis Ne, falsch verstanden. In Verhandlungen kann man immer bestimmte Dinge durchsetzen, andere nicht. Viel wird geredet über das, was vermeintlich fehlt oder zu wenig ist. Ist legitim. Mir ist aber auch wichtig, darüber zu reden, was durchgesetzt worden ist. Darum gehts.",0
Grenze kontrollieren und jeden unrechtmäßigen Einreiseversuch |LBR| notfalls mit Waffengewalt verhindern. Die jungen Afrikaner müssen zurück.,1
"@juli_anh @P_Illinger Die Bewertung durch IRSN ist, dass es sich um einen wirklich ernsten Störfall handeln muss. Nicht bei uns aber für Region, in der sich dieser Unfall ereignete, hätte laut IRSN Evakuierung angeordnet werden sollen.",0
.@WeareHH hat einige Impressionen von der heutigen Parade getwittert - schaut doch mal vorbei! ^ml,0
"@FrlUrban Wir können nur verlosen, was die Shops anbieten. Eine eigene Kollektion haben wir leider nicht. Ich bitte darum um Verständnis.",0
ISIS meldet die Hirichtung von 1700 irakische Studenten der Luftwaffen-Akademie in der Stadt Tikrit!,0
@rponline @Rebellin70 Die Kölner sind Pfeifen...und nicht nur im Fußball....Köln ist am Ende. Köln ist durch und durch kanakisch..!,1
"@Snoopy92 @Seewinde Guten Morgen, bei so lieben Grüßen hüpft das 💓😜 Habe bei dem Schmuddelwetter mein Frühstück gerade beendet. 2. Kaffee OK",0
"Deutschland liefert Waffen nach Saudi Arabien, obwohl sie wissen, das es das Gründungs Land der Wahabiten ist und somit Unterstützer des IS.",0
"@tazgezwitscher Bald ist 1.Advent , „Advent,Advent ein Lichtlein brennt.",0
@hdBerretz Glaubst du immer noch an die Mafiabande und die Hollywood show in Berlin ⁉️,1
@Karl_Lauterbach Karl hör auf zu bellen...Zahl lieber deine Alimente,1
"@Maxe8888 Nicht Zeitungsartikel, steht in der Magaldi-Übersetzung: Superlogen regieren die Welt Band 1-6",0
"Rohollah hat in Österreich den Entschluss gefasst, Grafik-Designer zu werden. Wäre er hier in Europa geboren, würde er wahrscheinlich gerade Ausbildung/Praktika machen oder eine Kunsthochschule besuchen.",0
"@JanKalkbrenner @CDU @CSU Und was hat das jetzt mit seinem Tweet und der Tatsache zu tun, dass Sie uns unterstellen, ""Botschaften aus dem Kontext zu reißen""? Der Text steht genau so da. Ohne Zusatz. Ohne Einschränkung.",0
"@GlasenappHenrik Kein Problem, Alter ist eh kein Privileg. Mich ärgert heute nur die allgem. Verteufelung des Ostens, gerade durch Merkel 😂",0
"Was lese ich ""Erdogan droht: Europäer bald nirgendwo auf d. Welt sicher."" Für mich ein Strippenzieher d. Terrors, von Murksel mitfinanziert🤢",1
"@SJW_MadBunny @troll_putin @machtjanix23 @Steffmann45 @petpanther0 @mastermikeg @Norbinator2403 @ennof_ @AthinaMala @NancyPeggyMandy @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @charlie_silve @NoHerrman @willjrosenblatt @feldenfrizz @nasanasal @_macmike @ellibisathide @MD_Franz @sjw Seit diese Pfosten sich gestern eingeschaltet hatten, ging es mit dem Niveau bergab - wir sprachen gestern über FEMA - das ist lang her - und die Nerven liegen blank, der Klugscheißer wegen.",1
"Hallo Freunde, Krankenhäuser sind grässlich, 05:30 Uhr ""Gefechtsalarm"", fieses Essen, Tierquäler im weißen Kittel &gt; hab`s aber überlebt 😜",1
"Ich bin jemand, der gern hilft, bereit das Wenige zu teilen - verachte aber Menschen, die dies ausnutzen und sich Hilfe erpressen wollen. 😜",0
"@rauhrackl @MadamePlissee Weil 1+1= ""Weltoffenheit"" und #Vielfalt, klingt viel schöner als sich den Problemen zu stellen. Lieber weiter in Wolkenkuckucksheim bleiben und alle Propheten als böse Hetzer diffamieren",0
"Mama, ich hab Glühwein Bomben gefunden! What???? |LBR| Ach, Kind meint Glühbirnen 😂😂😂😂💡💡💡💡💡💡💡",0
@_macmike @mastermikeg @petpanther0 @machtjanix23 @NoHerrman @teite99 @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @AthinaMala @charlie_silve @willjrosenblatt @feldenfrizz @nasanasal @ellibisathide @MD_Franz Das Kind entspricht der Summe der Buchstaben aus Mutter und Vater - Mit der Genderkacke kann man das Zahlenspiel vergessen -,1
@Spuelverfahren Das die sich nicht schämen. Das ist der Skandal und der Unterschied zwischen aufhübschen und betrügen !,0
@DieselMeister @DidiFreiheit 😉 |LBR| Die Realität mit solchen Nachbarn übertrifft jede #Kishon Satire,0
"@DraMolnr3 @PeterPa34083139 Man stelle sich vor, gewisse Subjekte, „Vorzugsweise anzutreffen in Berlin“ haben das vielleicht schon vorbereitet für den Fall das man es gegen die Deutschen braucht, interessante Hypothese oder?",1
"@Grals_Hueter Noch zu viel für die SPD. 4,5 wäre besser.",0
#EU schiesst nicht auf agressive Grenzüberschreiter aber auf eigene Bürger in Katalonien/Spanien |LBR| Wertegemeinschaft hahaha!,1
Der Mensch darf nie zum bloßen Objekt von #Algorithmen werden. (2) |LBR| #digitalesLeben,0
"Europa habe “tiefe Schuld” gegenüber Afrika wegen Kolonialzeit, sagt Angela #Merkel beim #WEF18.",0
"@RalfPflug Dieses Miststück hat uns soviele Milliarden gekostet! Um sie endlich zu ""entsorgen"" käme es auf ein paar Millionen nicht mehr an! Oder?",1
"@DrDavidBerger sorry, ich konnte zum ersten Male einen Bericht von Ihnen NICHT lesen,-die headline hat mich angewidert, das Bild erschüttert.Mein Gott, was macht man nur aus diesem Land.Bin nah dem Erbrechen.",0
"@Strombelberg @_lennartvoss @fgabrielEU @afd_thl Leute wie sie sind die Schande Deutschlands, umerzogen, ohne Intelligenz und so unverschämt für sich den Anspruch ""GUT"" sein zu beanspruchen",1
@Ralf_Stegner Die Deutschen Wähler wollten kein SPD-Politiker ...und sie wollen Euch immer noch nicht... |LBR| Weder Stegner noch Schulz erst recht nicht Nahles oder sonstwas lächerliches...!,0
@ShakRiet @thomaslauer10 @CDU @JuliaKloeckner Wie kann nur jemand so dumm sein....was für eine dumme Kuh...@JuliaKloeckner,1
"@klausMohr1 ""Alle Staatsgewalt geht vom Volk aus"" und das muss auch für bundesweite Abstimmungen in einem Gesetz festgeschrieben werden!",0
"Tragt zu den Kindern ein Licht, |LBR| sagt allen: Fürchtet euch nicht! |LBR| Gott hat euch lieb, Groß und Klein |LBR| Seht auf des Lichtes Schein.",0
Ich lass mir mein Land nicht von einer Horde Nafris und Antifaschisten nehmen deswegen bin ich #AFD wähler,1
@ExilMengele Die.linken können tun was sie wollen dieses pack,1
@Birgit_Kelle Wie ich schon sagte. H.Maas und Frau Kahane die langjähriges Mitglied des Mfs war kann man heute mit Sicherheit als moderne Gestapo bezeichnen. Heute Sperre früher Dachau.,1
"@ChicSancho Da ich das russ. Militär aus eigenem Erleben kenne, könnte ich mich immer vor Lachen bepissen, wenn ich Uschi u. ihre NATO höre😂",0
"@pinselpoetin Liebe ""Pinselpoetin"", Männer 😂 Ich schäme mich für solche Wesen,die darauf angewiesen sind,ihre Neigungen öffentlich zu machen",0
Jetzt geht es Einkaufen. Bei dem miesen Wetter mal keine Freude.. |LBR| #TwOff,0
@dushanwegner Besser Sie leidet als andere....,0
"(2) In den vergangenen Jahren haben wir viel getan, um Frauen besser zu schützen. Gegen Stalker können Behörden früher einschreiten. Und der Grundsatz „Nein-heißt-Nein“ stellt klar: Wer erkennt, dass eine Frau keinen Sex will, sich aber darüber hinwegsetzt, macht sich strafbar.",0
Hallo Twitter. Darf man Herrn #Gabriel eigentlich auch Kriegsminister nennen oder verstößt das gegen das #Netzdg ? #Afrin #Türkei #Panzer,0
"@Heinrich_Krug Das deutsche Volk wurde am 18.07.1990 durch Kohl und Genscher verraten und im wahrsten Sinne des Wortes verkauft, seitdem sind wir in einem ungeklärtem Zustand und werden praktisch als Handelsware im See und Handelsrecht verwaltet .",0
"@vronixi @BejuBinich Engländer...nicht immer als Vordenker bekannt, aber die haben das Waffengesetz oder Messergesetz perfekt gelöst. |LBR| Härtere und schwere Bestrafung..sollte auch bei uns sein..!",0
Schulz verbreitet #Fakenews: CDU und CSU nicht für Rente mit 70. #TVDuell,0
"@FrankyFKP @MiriamOzen @hannes_moser @aranxo Bei Frauen werden innere Schamlippen und die Klitoris entfernt. Stell dir vor,dir wird ohne Betäubung fleißig an der Eichel gesäbelt!google!",0
@PaulsGurke @66Freedom66 @HolgerEwald1 Schickt die „links-grüne“ Welt zum Mars zwecks Terraforming und die Kriminellen Asylanten gleich mit!🚀🚀🚀,1
Die Türken haben schon mal vor Wien im 17. Jahrhundert |LBR| Ohrfeigen bezogen. Raus mit den Doppelstaatsbürgern. Ab dafür.,1
@66Freedom66 @krippmarie Neuwahlen sind gut...endlich wird Spreu vom Weizen getrennt.... |LBR| Ich bleibe dabei...dieses Chaos braucht eine Alternative....und wir haben eine..!,0
"Wenn es um #Flüchtlinge aus #Syrien geht, beschwichtigt #GEZ &amp; Politik in #Deutschland. Aber wenn es um #Israel &amp; uns #Juden geht, kommt der moralische Zeigefinger &amp; der verdeckte #Antisemitismus, der sogar den arabisch-muslimischen #Judenhass verharmlost. #KiKa #KiKaGate #Diaa",0
"@DieWahreMargot 😂 macht nix, in Berlin glaubt man noch immer &gt;&gt;&gt; ""Einmal wird ein Wunder geschehen"" 😜",0
